DataSet,90.0:90.0:-0.6:0.8:12.0:0.4:0.95:0.95:0.95:0.2:0.5:0.1,30.0:90.0:-0.2:0.8:5.0:0.4:0.7:0.2:0.7:0.95:0.5:0.85,45.0:90.0:-0.2:1.0:3.0:0.2:0.2:0.95:0.7:0.35:0.7:0.2,75.0:90.0:-1.0:0.8:3.0:0.01:0.35:0.2:0.2:0.35:0.2:0.6,60.0:75.0:-0.6:0.2:5.0:0.1:0.7:0.95:0.35:0.5:0.35:0.6,45.0:60.0:-0.8:0.4:8.0:0.01:0.7:0.95:0.2:0.2:0.95:0.6,90.0:30.0:-1.0:1.0:5.0:0.2:0.7:0.7:0.2:0.95:0.95:0.35,75.0:30.0:-0.6:0.6:2.0:0.05:0.2:0.2:0.2:0.5:0.5:0.35,60.0:45.0:-0.2:0.2:12.0:0.01:0.5:0.5:0.2:0.7:0.5:0.1,30.0:30.0:-0.4:0.6:2.0:0.1:0.95:0.7:0.2:0.7:0.7:0.2,45.0:45.0:-0.8:0.6:3.0:0.2:0.5:0.2:0.95:0.2:0.35:0.85,75.0:75.0:-0.6:1.0:3.0:0.4:0.35:0.7:0.95:0.5:0.5:0.6,90.0:75.0:-0.2:0.2:8.0:0.05:0.35:0.7:0.7:0.35:0.35:0.1,90.0:60.0:-0.8:0.4:5.0:0.01:0.2:0.2:0.95:0.7:0.35:0.2,30.0:75.0:-0.4:1.0:2.0:0.05:0.7:0.35:0.5:0.2:0.35:0.2,60.0:45.0:-1.0:0.8:2.0:0.1:0.35:0.2:0.95:0.2:0.95:0.1,30.0:75.0:-0.6:0.8:5.0:0.4:0.5:0.5:0.2:0.2:0.7:0.35,45.0:90.0:-1.0:0.6:5.0:0.2:0.2:0.95:0.35:0.7:0.2:0.1,45.0:60.0:-0.6:0.4:2.0:0.1:0.35:0.95:0.35:0.35:0.5:0.1,90.0:60.0:-0.6:0.6:8.0:0.4:0.5:0.95:0.7:0.95:0.2:0.6,60.0:30.0:-0.8:0.6:12.0:0.2:0.5:0.2:0.35:0.5:0.95:0.2,45.0:60.0:-0.4:1.0:12.0:0.01:0.95:0.35:0.2:0.5:0.35:0.85,45.0:90.0:-0.6:0.8:2.0:0.01:0.7:0.35:0.95:0.7:0.95:0.35,75.0:45.0:-0.6:0.8:2.0:0.4:0.2:0.7:0.5:0.2:0.35:0.85
Ionosphere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0,0.85014,0.84501,0.84758,0.84217,0.85442,0.85271,0.85271,0.84644,0.85071,0.83875,0.84416,0.84929,0.84416,0.84131,0.85157,0.84501,0.8453,0.849,0.84131,0.84444,0.85242,0.84672,0.83932,0.84758,0.85185,0.84587,0.8396,0.85641,0.85755,0.84416,0.85242,0.84843,0.84103,0.84501,0.84359,0.84188,0.84758,0.84387,0.84644,0.84017,0.85071,0.84786,0.83732,0.83191,0.83846,0.84815,0.83875,0.83903,
Letter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0,0.68699,0.69027,0.69112,0.68931,0.69178,0.67168,0.66811,0.6727,0.67085,0.66953,0.66925,0.6921,0.67138,0.68319,0.69269,0.67102,0.67244,0.67012,0.66855,0.67294,0.69237,0.67276,0.67303,0.69246,0.69023,0.69136,0.66898,0.67119,0.68475,0.67138,0.69243,0.66829,0.69168,0.67264,0.67093,0.66995,0.69074,0.67429,0.68971,0.69266,0.69349,0.66645,0.66833,0.67106,0.66681,0.67055,0.66953,0.67203,
Libras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0,0.762,0.77367,0.763,0.763,0.78133,0.75733,0.763,0.759,0.739,0.75867,0.75167,0.765,0.74467,0.78133,0.77767,0.76733,0.748,0.75667,0.75467,0.744,0.77,0.753,0.75133,0.772,0.77233,0.76967,0.761,0.75433,0.756,0.74967,0.78233,0.749,0.78433,0.754,0.75333,0.75767,0.76733,0.75933,0.77533,0.77967,0.76833,0.74767,0.75633,0.748,0.74967,0.74333,0.75867,0.74,
Optdigits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0,0.88327,0.88548,0.88462,0.88594,0.88455,0.87206,0.8695,0.87184,0.87065,0.87123,0.87151,0.88807,0.86741,0.88032,0.88757,0.86893,0.86902,0.86824,0.8629,0.87472,0.88386,0.86809,0.87418,0.88251,0.88789,0.87681,0.87177,0.87303,0.87939,0.87529,0.88965,0.87446,0.88855,0.87255,0.86995,0.87188,0.88603,0.87308,0.88321,0.88182,0.88091,0.86986,0.87464,0.87069,0.87116,0.87143,0.87123,0.87212,
Pen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0,0.9062,0.91189,0.91494,0.91443,0.91494,0.89997,0.89669,0.89309,0.89806,0.89381,0.89123,0.91187,0.89821,0.90558,0.91533,0.89844,0.89695,0.89686,0.89859,0.89232,0.91682,0.89806,0.89824,0.91292,0.91204,0.91403,0.8972,0.89485,0.90798,0.89595,0.91293,0.89849,0.91532,0.9009,0.89713,0.89604,0.91199,0.896,0.91378,0.91514,0.91252,0.89854,0.89783,0.89652,0.89649,0.89606,0.89381,0.89767,
QSARBiodegradation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0,0.85743,0.86086,0.86019,0.85648,0.86229,0.84886,0.852,0.84962,0.8521,0.85029,0.85114,0.8579,0.84943,0.8599,0.86095,0.85486,0.84895,0.84762,0.84838,0.85105,0.85857,0.85038,0.85095,0.86124,0.85714,0.85924,0.84943,0.85267,0.85638,0.85057,0.85914,0.85181,0.86286,0.85562,0.85,0.8521,0.85924,0.84952,0.8579,0.8581,0.85981,0.84962,0.85257,0.85057,0.8461,0.85381,0.85029,0.85571,
Shuttle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0,0.47143,0.49613,0.42351,0.50746,0.50089,0.51407,0.48626,0.52254,0.4923,0.44259,0.45191,0.43446,0.56425,0.51269,0.52875,0.54061,0.52355,0.45217,0.62174,0.4457,0.45494,0.43453,0.45526,0.40788,0.46649,0.43702,0.4944,0.59782,0.47954,0.37203,0.45731,0.59137,0.50815,0.45845,0.42457,0.51144,0.5187,0.47654,0.41893,0.44437,0.45199,0.49155,0.34957,0.47305,0.39781,0.54064,0.44259,0.40915,
SPECTF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0,0.33125,0.3575,0.34208,0.39542,0.31375,0.37458,0.32625,0.39417,0.37208,0.29542,0.33708,0.35458,0.345,0.34208,0.3125,0.29625,0.37167,0.32708,0.32625,0.3325,0.31708,0.36792,0.37167,0.36,0.36,0.34667,0.3325,0.34083,0.32458,0.345,0.36292,0.34167,0.34708,0.32875,0.40417,0.35625,0.36708,0.38583,0.37125,0.37083,0.35583,0.36333,0.34083,0.32917,0.31208,0.34167,0.29542,0.325,
Wilt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0,0.96894,0.96906,0.96948,0.96917,0.96981,0.96487,0.96559,0.96613,0.9659,0.96592,0.96565,0.96888,0.96557,0.9689,0.96886,0.96578,0.96539,0.96601,0.96725,0.9652,0.96956,0.96576,0.96592,0.96915,0.96964,0.9684,0.96487,0.96539,0.96762,0.96545,0.97055,0.96563,0.96954,0.96797,0.96679,0.96646,0.96942,0.96592,0.96958,0.9695,0.96898,0.96549,0.96588,0.96632,0.96617,0.96621,0.96592,0.96594,
Zoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0,0,0,0,0,0,0,0,0.76237,0.6828,0.72581,0.70323,0.75914,0.66022,0.63871,0.64516,0.68817,0.7129,0.69247,0.73548,0.63763,0.7172,0.7,0.70108,0.67957,0.64624,0.67849,0.74194,0.77419,0.6,0.67312,0.7871,0.73118,0.72366,0.7043,0.65161,0.76452,0.61505,0.75699,0.66667,0.67634,0.65591,0.68495,0.66452,0.7,0.73118,0.64516,0.70968,0.69032,0.67849,0.69032,0.6914,0.73333,0.71075,0.7129,0.71828,
